id,texture,width,height,x,y
wpn_fort500,ui\ui_icon_equipment,250,50,3500,3550
wpn_fort_snag,ui\ui_icon_ppp,100,50,900,650
wpn_g3,ui\ui_icon_equipment,250,100,1500,2800
wpn_g36,ui\ui_icon_g36_new,250,100,0,0
wpn_g36_camo,ui\ui_icon_g36_new,250,100,0,100
wpn_g36k_rwap,ui\g36rwap_weapon_icons,250,100,0,400
wpn_g36ka4_rwap,ui\ui_icon_g36_new,250,100,0,100
wpn_g36nimble_rwap,ui\ui_icon_g36_new,250,100,0,200
wpn_g36v_rwap,ui\ui_icon_g36_new,250,100,0,0
wpn_g36v_rwap_cut_kit,ui\ui_icon_g36_new,200,100,0,300
wpn_g3sg1,ui\ui_icon_equipment,250,100,1500,2600
wpn_g43,ui\ui_icon_equipment,250,50,3750,3750
wpn_gauss,ui\ui_icon_gauss_swp,300,100,0,0
wpn_glock,ui\ui_icon_equipment,100,50,2650,4000
wpn_glock17,ui\ui_icon_bas,100,50,3100,100
wpn_glock17_m1,ui\ui_glock17_m1,100,50,0,0
wpn_glock_custom,ui\ui_icon_hs2000,100,50,0,50
wpn_glock_modern,ui\ui_icon_glock17,100,50,0,50
wpn_grot,ui\grot_icons,250,100,0,0
wpn_grot_short,ui\grot_icons,200,100,500,0
wpn_grot_short_tan,ui\grot_icons,200,100,500,100
wpn_grot_tan,ui\grot_icons,250,100,0,100
wpn_groza,ui\ui_crepis_ninefamilyguns,200,100,300,100
wpn_groza_nimble,ui\ui_icon_antivasyan,200,100,200,200
wpn_gsh18,ui\ui_icon_ppp,100,50,900,650
wpn_gsh18_custom,ui\ui_icon_ppp,100,50,900,650
wpn_hk21,ui\ui_icon_hk21,300,100,0,0
wpn_hk416,ui\ui_icon_equipment,250,100,1250,2600
wpn_hk417,ui\ui_icon_equipment,300,100,2950,3600
wpn_howa20,ui\ui_icon_howa,250,100,0,0
wpn_hpsa,ui\ui_icon_bas,100,50,3200,0
wpn_ithacam37,ui\ui_icons_ithacam37,250,50,0,0
wpn_ithacam37_mag,ui\ui_icons_ithacam37,250,50,0,100
wpn_ithacam37_sawnoff,ui\ui_icons_ithacam37,200,50,0,200
wpn_ithacam37_stakeout,ui\ui_icons_ithacam37,150,50,0,150
wpn_ithacam37_stakeout_20x70,ui\ui_icons_ithacam37,150,50,0,150
wpn_ithacam37_trench,ui\ui_icons_ithacam37,250,50,0,50
wpn_k98,ui\ui_icon_k98,250,50,0,0
wpn_k98_mauser_kit,ui\ui_icon_k98_mod,300,100,0,200
wpn_k98_mod,ui\ui_icon_k98_mod,300,100,0,0
wpn_k98_mod_silen98,ui\ui_icon_k98_mod,300,100,0,200
wpn_kiparis,ui\ui_icon_reworked_kiparis,200,100,0,0
wpn_kiparis_ots2_upgr_kit,ui\ui_icon_reworked_kiparis,200,100,200,0
wpn_korth,ui\ui_icon_bas,100,50,3300,100
wpn_korth_custom,ui\remademeowie_icon,100,50,0,250
wpn_kriss_vector,ui\ui_icon_kriss,200,100,50,50
wpn_ks23,ui\ui_icon_bas,250,100,1200,0
wpn_ks23_23_up,ui\ui_icon_bas,200,50,1450,50
wpn_ks23_ecolog,ui\ui_icon_bas,250,100,1200,250
wpn_ks23_kaban,ui\ui_icon_bas,150,50,1450,100
wpn_ks23_kaban_kab_up,ui\ui_icon_bas,150,50,1450,250
wpn_ks23_vorkuta,ui\iconsks23yes,300,100,0,100
wpn_ksg23,ui\ui_icon_ksg,250,100,0,0
wpn_l85,ui\ui_icon_bas,250,100,150,1400
wpn_l85_m1,ui\ui_icon_bas,250,100,150,1400
wpn_l85_m2,ui\ui_icon_bas,250,100,650,1400
wpn_l85_m3,ui\ui_icon_bas,250,100,900,1400
wpn_l85_modern,ui\ui_icon_bas,250,100,650,1400
wpn_l96a1,ui\ui_icon_equipment,300,100,2200,1400
wpn_l96a1m,ui\ui_icon_equipment,300,100,2200,1600
wpn_lr300,ui\ui_icon_bas,250,100,150,1500
wpn_lr300_camo,ui\ui_icon_bas,250,100,150,1500
wpn_m16,ui\ui_icon_equipment,250,100,1250,2700
wpn_m16a2,ui\ui_icon_equipment,250,100,1250,2900
wpn_m24,ui\ui_icon_m24,300,100,0,0
wpn_m249,ui\ui_icon_equipment,250,100,2250,0
wpn_m4,ui\ui_icon_equipment,250,100,1500,3100
wpn_m45a1,ui\remademeowie_icon,100,50,500,50
wpn_m4_butcher,ui\ui_icon_bas,250,100,850,300
wpn_m4_ru556,ui\ui_ru556,250,100,0,0
wpn_m4_tac,ui\ui_icon_m4tacathi,250,100,0,0
wpn_m4a1_camo,ui\ui_icon_bas,250,100,150,1500
wpn_m4a1_siber,ui\ui_icon_bas,250,100,150,1500
wpn_m60,ui\ui_icon_equipment,300,100,2650,3600
wpn_m82,ui\ui_icon_equipment,300,100,2350,3600
wpn_m98b,ui\ui_icon_equipment,300,100,2200,1900
wpn_mac10,ui\mac10_icon,100,100,0,0
wpn_mk14,ui\ui_icon_equipment,300,100,2050,3600
wpn_mk47,ui\ui_icon_mk47_tcwp,250,100,0,100
wpn_mk47_sup,ui\ui_icon_mk47_tcwp,300,100,0,0
wpn_mosin,ui\mosin_trio_icon,250,50,0,200
wpn_mossberg590,ui\wpn_mossberg590a1_icon,300,100,0,100
wpn_mossberg590_rail,ui\wpn_mossberg590a1_icon,300,100,0,0
wpn_mp133,ui\ui_wpn_mp133,300,50,0,0
wpn_mp153,ui\ui_wpn_mp153,300,50,0,0
wpn_mp153_m1,ui\ui_icon_bas,250,50,1200,200
wpn_mp155,ui\ui_icon_mp155_tcwp,300,100,0,0
wpn_mp412,ui\ui_icon_ppp,100,50,200,100
wpn_mp443,ui\remademeowie_icon,100,50,200,100
wpn_mp5,ui\mp5_kmack_icons,250,100,0,0
wpn_mp5_kurtz,ui\mp5_kmack_icons_kurtz,150,100,0,300
wpn_mp5_nimble,ui\mp5_kmack_icons,250,100,0,200
wpn_mp5sd,ui\mp5_kmack_icons,250,100,0,100
wpn_mp7,ui\ui_icon_crepis_mp7,100,100,0,0
wpn_mp9,ui\ui_icon_mp9,150,100,0,0
wpn_oc33,ui\remademeowie_icon,100,50,0,200
wpn_p90,ui\ui_icon_equipment,200,100,2000,1400
wpn_p90_gs,ui\ui_icon_antivasyan,200,100,200,0
wpn_p90gamma,ui\ui_icon_antivasyan,200,100,0,0
wpn_pb,ui\remademeowie_icon,150,50,300,0
wpn_pb_bas,ui\ui_icon_bas,100,50,3100,300
wpn_pb_bas_custom,ui\ui_icon_bas,100,50,3100,300
wpn_pkm,ui\ui_icon_bas,300,100,150,1800
wpn_pkm_siber,ui\ui_icon_bas,300,100,150,1800
wpn_pkm_zenit_siber,ui\ui_icon_bas,300,100,150,1900
wpn_pkm_zulus,ui\ui_icon_bas,300,100,150,1900
wpn_pkp,ui\ui_icon_bas,300,100,750,1900
wpn_pkp_siber,ui\ui_icon_bas,300,100,750,1900
wpn_pl15,ui\ui_icon_bas,100,50,3100,350
wpn_pl15_pl15_scolaz,ui\ui_icon_bas,100,50,3100,450
wpn_pl15_tan,ui\remademeowie_icon,100,50,200,200
wpn_pl15_tan_pl15_scolaz,ui\remademeowie_icon,100,50,400,200
wpn_pm,ui\remademeowie_icon,100,50,0,0
wpn_pm_actor,ui\remademeowie_icon,100,50,0,0
wpn_pm_bas,ui\ui_icon_bas,100,50,3100,250
wpn_pm_bas_actor,ui\ui_icon_bas,100,50,3100,250
wpn_pm_bas_custom,ui\ui_icon_bas,100,50,3100,200
wpn_pm_custom,ui\remademeowie_icon,100,50,0,0
wpn_pmm_bas,ui\ui_icon_bas,100,50,3100,150
wpn_pp2000,ui\ui_icon_pp2000,150,100,0,0
wpn_pp2000_operator,ui\ui_pp2000,150,100,0,0
wpn_ppsh41,ui\ui_icon_bas,250,100,3350,600
wpn_ppsh41_rednew,ui\ui_icon_bas,250,100,3350,600
wpn_ppsh41_woodnew,ui\ui_icon_bas,250,100,3350,600
wpn_protecta,ui\ui_icon_striker,250,100,0,0
wpn_protecta_aim,ui\ui_icon_striker,200,100,0,200
wpn_protecta_camo,ui\ui_icon_striker,250,100,0,100
wpn_protecta_custom,ui\ui_icon_striker,250,100,0,300
wpn_protecta_nimble,ui\ui_icon_striker,250,100,0,300
wpn_raptr,ui\ui_icon_raptr,250,100,0,0
wpn_remington700,ui\ui_icon_bas,300,100,2300,0
wpn_remington700_archangel,ui\ui_icon_bas,300,100,2300,100
wpn_remington700_lapua700,ui\ui_icon_bas,300,100,2300,400
wpn_remington700_magpul_pro,ui\ui_icon_bas,300,100,2300,200
wpn_remington700_mod_x_gen3,ui\ui_icon_bas,300,100,2300,300
wpn_remington870,ui\ui_icon_870_short,200,50,0,0
wpn_rpd,ui\ui_icon_equipment,300,100,2200,1800
wpn_rpk,ui\ui_icon_equipment,250,100,1750,900
wpn_rpk74,ui\ui_icon_equipment,250,100,1750,700
wpn_rpk74_16,ui\ui_icon_rpk16_box,250,100,0,0
wpn_rpk74_16_drum,ui\ui_icon_rpk16_tcwp,250,100,750,0
wpn_saiga12s,ui\ui_icon_saiga,250,100,0,0
wpn_saiga12s_isg,ui\ui_icon_ks12,250,100,0,0
wpn_saiga12s_m1,ui\ui_icon_bas,250,100,1450,350
wpn_saiga12s_m2,ui\ui_icon_bas,250,100,1200,350
wpn_scar_new,ui\ui_scar_new,250,100,0,0
wpn_scar_siber,ui\ui_scar_new,250,100,0,0
wpn_scar_siber_black,ui\ui_icon_bas,250,100,150,1300
wpn_scar_siber_m1,ui\ui_icon_bas,250,100,650,1200
wpn_scar_siber_m1_black,ui\ui_icon_bas,250,100,400,1300
wpn_scar_siber_m2,ui\ui_icon_bas,250,100,900,1200
wpn_scar_siber_m2_custom,ui\ui_icon_bas,250,100,650,1300
wpn_sig220,ui\ui_icon_bas,100,50,3200,250
wpn_sig220_n,ui\ui_icon_bas,100,50,3200,250
wpn_sig220_n_u2p2g0r,ui\ui_icon_bas,100,50,3200,500
wpn_sig220_n_upg220,ui\ui_icon_bas,100,50,3200,300
wpn_sig226,ui\ui_icon_bas,100,50,3200,0
wpn_sig226_226sig_kit,ui\ui_icon_bas,100,50,3200,50
wpn_sig550,ui\ui_icon_antivasyan_alt,300,100,0,0
wpn_sig550_camo,ui\ui_icon_antivasyan_alt,300,100,0,0
wpn_sig550_custom,ui\ui_icon_antivasyan_alt,300,100,0,100
wpn_sig550_luckygun,ui\ui_icon_antivasyan_alt,300,100,0,100
wpn_sig550_sniper,ui\ui_icon_antivasyan_alt,300,100,0,0
wpn_sig552,ui\ui_icon_antivasyan_alt,300,100,0,0
wpn_sks,ui\ui_icon_equipment,250,50,2250,3800
wpn_sks_b,ui\ui_icon_bas,250,50,2600,400
wpn_sks_modern,ui\ui_icon_equipment,250,50,2500,3800
wpn_sks_molot,ui\ui_icon_bas,250,50,2600,300
wpn_sks_tac,ui\ui_icon_bas,250,50,2600,350
wpn_spas12,ui\ui_icon_spas,300,100,50,0
wpn_spas12_custom,ui\ui_icon_spas,300,100,50,0
wpn_spas12_nimble,ui\ui_icon_spas,300,100,50,0
wpn_sr1m,ui\remademeowie_icon,100,50,0,50
wpn_sr1m_gurza_up,ui\remademeowie_icon,100,50,200,50
wpn_sr1m_sr1upgr1,ui\remademeowie_icon,100,50,100,50
wpn_sr25,ui\ui_icon_sr25new,300,100,0,0
wpn_sr2_m1,ui\ui_icon_bas,200,100,3400,200
wpn_sr2_veresk,ui\ui_icon_bas,200,100,3400,0
wpn_sr2_veresk_sr2_upkit,ui\ui_icon_bas,200,100,3400,100
wpn_steyr_scout,ui\steyrscout_icon,300,100,0,0
wpn_steyr_scout_big,ui\steyrscout_icon,300,100,0,0
wpn_sv98,ui\ui_icon_sv98,300,100,0,0
wpn_sv98_custom,ui\ui_icon_sv98,300,100,0,100
wpn_svd,ui\ui_icon_equipment,300,100,2200,500
wpn_svd_m1,ui\ui_icon_equipment,300,100,2200,500
wpn_svd_nimble,ui\ui_icon_equipment,300,100,2200,500
wpn_svds,ui\ui_icon_bas,300,100,2000,100
wpn_svds_pmc,ui\ui_icon_bas,300,100,2000,200
wpn_svt40,ui\ui_icons_svt&avt40,250,50,0,0
wpn_svu,ui\new_svu\svu_icon_sheet,300,100,0,0
wpn_svu_alt,ui\new_svu\svu_icon_sheet,300,100,0,100
wpn_svu_nimble,ui\new_svu\svu_icon_sheet,300,100,0,200
wpn_thompson_1921,ui\ui_icon_tommy,200,100,250,0
wpn_thompson_m1a1,ui\ui_icon_tommy,200,100,0,0
wpn_toz106,ui\ui_icon_bas,200,50,1450,150
wpn_toz106_m1,ui\ui_icon_bas,200,50,1450,200
wpn_toz34,ui\ui_icon_equipment,250,50,1250,1500
wpn_toz34_bull,ui\ui_icon_antivasyan,250,100,950,200
wpn_toz34_custom,ui\ui_icon_equipment,250,50,1250,1600
wpn_toz34_decor,ui\ui_icon_equipment,250,50,1250,1550
wpn_toz34_mark4,ui\ui_icon_equipment,250,100,1750,1500
wpn_toz34_mark4_23,ui\ui_icon_antivasyan,250,100,950,200
wpn_toz34_obrez,ui\ui_icon_equipment,150,50,2200,2750
wpn_toz34_obrez_custom,ui\ui_icon_equipment,150,50,2200,2850
wpn_toz34_obrez_decor,ui\ui_icon_equipment,150,50,2200,2800
wpn_trg,ui\ui_icon_bas,300,100,2300,400
wpn_tt33,ui\remademeowie_icon,100,50,0,100
wpn_tt33_modern,ui\remademeowie_icon,100,50,0,100
wpn_type63,ui\ui_icon_equipment,250,50,3000,3800
wpn_udp9,ui\ui_wpn_udp9,200,100,0,0
wpn_ump45,ui\ui_icon_ump,200,100,0,0
wpn_ump45_custom,ui\ui_icon_ump,200,100,0,200
wpn_usas12,ui\ui_icon_raptr,250,100,0,0
wpn_usp,ui\ui_icon_mk23,100,50,0,50
wpn_usp_tac,ui\ui_icon_bas,100,50,3100,50
wpn_usp_tac_45,ui\remademeowie_icon,100,50,100,250
wpn_uzi,ui\ui_wpn_uzi,150,100,0,0
wpn_uzi_micro,ui\ui_wpn_uzi,100,100,300,0
wpn_uzi_mini,ui\ui_wpn_uzi,150,100,0,200
wpn_val,ui\ui_crepis_ninefamilyguns,250,100,700,200
wpn_val_modern,ui\ui_icon_equipment,250,100,1500,1000
wpn_val_tac,ui\ui_icon_bas,250,100,600,400
wpn_vepr,ui\ui_icon_bas,250,100,1450,350
wpn_vihr,ui\ui_icon_equipment,200,100,1600,1700
wpn_vintorez,ui\ui_crepis_ninefamilyguns,250,100,500,0
wpn_vintorez_isg,ui\ui_mod4,250,100,0,0
wpn_vintorez_m1,ui\ui_icon_bas,250,100,600,0
wpn_vintorez_m2,ui\ui_icon_bas,250,100,600,200
wpn_vintorez_n1,ui\ui_icon_bas,250,100,600,300
wpn_vintorez_nimble,ui\ui_icon_equipment,250,100,1500,1200
wpn_vityaz,ui\ui_icon_vityaz,200,100,0,0
wpn_vityaz_vitup,ui\ui_icon_vityaz,200,100,200,0
wpn_vsk94,ui\ui_crepis_ninefamilyguns,250,100,50,100
wpn_vssk,ui\ui_icon_vssk,300,100,0,0
wpn_vz61,ui\ui_icon_vz61,100,100,0,0
wpn_vz61_alt,ui\ui_icon_vz61,100,100,0,0
wpn_wa2000,ui\ui_icon_equipment,300,100,3200,3500
wpn_walther,ui\ui_icon_bas,100,50,3200,150
wpn_walther_p99,ui\ui_icon_bas,100,50,3200,150
wpn_walther_p99_mod9,ui\ui_icon_bas,100,50,3200,200
wpn_wincheaster1300,ui\ui_icon_equipment,200,50,2200,3050
wpn_wincheaster1300_trapper,ui\ui_icon_equipment,200,50,2200,3050
wpn_winchester1873,ui\winchesterr_icon,250,50,0,0
wpn_xm4,ui\car15_icons,250,100,0,0
wpn_xm4_admin,ui\car15_icons,250,100,250,100
wpn_xm4_bd,ui\car15_icons,250,100,250,0
wpn_xm8,ui\ui_icon_equipment,250,100,2950,3500
