ItemSection,UpgradeSection,Effects
isg_scientific_outfit,up_sect_second_seva_2,st_prop_weight:0.05:kg|ui_inv_outfit_telepatic_protection:2.12:pct
isg_scientific_outfit,up_sect_secone_seva_2,ui_inv_outfit_burn_protection:11.5:pct|st_prop_weight:0.2:kg
isg_scientific_outfit,up_sect_seconf_seva_2,st_prop_weight:0.2:kg|ui_inv_outfit_shock_protection:4.08:pct
isg_scientific_outfit,up_sect_thirda_seva_2,st_prop_artefact:1:num|st_prop_weight:0.4:kg
isg_scientific_outfit,up_sect_thirdc_seva_2,ui_inv_outfit_chemical_burn_protection:1.65:pct|st_prop_weight:0.2:kg
isg_scientific_outfit,up_sect_thirdd_seva_2,st_prop_artefact:1:num|st_prop_weight:0.4:kg
isg_scientific_outfit,up_sect_thirde_seva_2,st_prop_restore_health:1.5:healpct|st_prop_weight:1:kg
isg_scientific_outfit,up_sect_fourta_seva_2,st_prop_weight:0.05:kg|ui_inv_outfit_radiation_protection:2.75:pct
isg_scientific_outfit,up_sect_fourtc_seva_2,st_prop_weight:0.05:kg|ui_inv_outfit_telepatic_protection:2.12:pct
isg_scientific_outfit,up_sect_fourte_seva_2,ui_inv_outfit_additional_weight:10:kg
light_dolg_outfit,up_sect_firsta_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_dolg_outfit,up_sect_firstc_assault_vest_1,st_prop_weight:-5:kg
light_dolg_outfit,up_sect_firstd_assault_vest_1,st_prop_durability:-10:pct
light_dolg_outfit,up_sect_firste_assault_vest_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:4.5:pct|st_prop_weight:1.5:kg
light_dolg_outfit,up_sect_firstf_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_dolg_outfit,up_sect_secona_assault_vest_1,st_prop_durability:-10:pct
light_dolg_outfit,up_sect_seconc_assault_vest_1,st_prop_weight:0.15:kg|ui_inv_outfit_radiation_protection:5.5:pct
light_dolg_outfit,up_sect_second_assault_vest_1,ui_inv_outfit_chemical_burn_protection:3.3:pct|st_prop_weight:0.2:kg
light_dolg_outfit,up_sect_secone_assault_vest_1,ui_inv_outfit_burn_protection:11.5:pct|st_prop_weight:0.2:kg
light_dolg_outfit,up_sect_seconf_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_dolg_outfit,up_sect_thirda_assault_vest_1,st_prop_weight:0.2:kg|ui_inv_outfit_power_restore:60:microg
light_dolg_outfit,up_sect_thirdc_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_dolg_outfit,up_sect_thirdd_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_dolg_outfit,up_sect_thirde_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_dolg_outfit,up_sect_fourta_assault_vest_1,st_prop_restore_bleeding:30:mlmin|st_prop_weight:0.5:kg
light_dolg_outfit,up_sect_fourtc_assault_vest_1,st_prop_restore_health:1.5:healpct|st_prop_weight:1:kg
light_dolg_outfit,up_sect_fourte_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_telepatic_protection:4.25:pct
light_freedom_outfit,up_sect_firsta_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_freedom_outfit,up_sect_firstc_assault_vest_1,st_prop_weight:-5:kg
light_freedom_outfit,up_sect_firstd_assault_vest_1,st_prop_durability:-10:pct
light_freedom_outfit,up_sect_firste_assault_vest_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:4.5:pct|st_prop_weight:1.5:kg
light_freedom_outfit,up_sect_firstf_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_freedom_outfit,up_sect_secona_assault_vest_1,st_prop_durability:-10:pct
light_freedom_outfit,up_sect_seconc_assault_vest_1,st_prop_weight:0.15:kg|ui_inv_outfit_radiation_protection:5.5:pct
light_freedom_outfit,up_sect_second_assault_vest_1,ui_inv_outfit_chemical_burn_protection:3.3:pct|st_prop_weight:0.2:kg
light_freedom_outfit,up_sect_secone_assault_vest_1,ui_inv_outfit_burn_protection:11.5:pct|st_prop_weight:0.2:kg
light_freedom_outfit,up_sect_seconf_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_freedom_outfit,up_sect_thirda_assault_vest_1,st_prop_weight:0.2:kg|ui_inv_outfit_power_restore:60:microg
light_freedom_outfit,up_sect_thirdc_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_freedom_outfit,up_sect_thirdd_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_freedom_outfit,up_sect_thirde_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_freedom_outfit,up_sect_fourta_assault_vest_1,st_prop_restore_bleeding:30:mlmin|st_prop_weight:0.5:kg
light_freedom_outfit,up_sect_fourtc_assault_vest_1,st_prop_restore_health:1.5:healpct|st_prop_weight:1:kg
light_freedom_outfit,up_sect_fourte_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_telepatic_protection:4.25:pct
light_isg_outfit,up_sect_firsta_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_isg_outfit,up_sect_firstc_assault_vest_1,st_prop_weight:-5:kg
light_isg_outfit,up_sect_firstd_assault_vest_1,st_prop_durability:-10:pct
light_isg_outfit,up_sect_firste_assault_vest_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:4.5:pct|st_prop_weight:1.5:kg
light_isg_outfit,up_sect_firstf_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_isg_outfit,up_sect_secona_assault_vest_1,st_prop_durability:-10:pct
light_isg_outfit,up_sect_seconc_assault_vest_1,st_prop_weight:0.15:kg|ui_inv_outfit_radiation_protection:5.5:pct
light_isg_outfit,up_sect_second_assault_vest_1,ui_inv_outfit_chemical_burn_protection:3.3:pct|st_prop_weight:0.2:kg
light_isg_outfit,up_sect_secone_assault_vest_1,ui_inv_outfit_burn_protection:11.5:pct|st_prop_weight:0.2:kg
light_isg_outfit,up_sect_seconf_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_isg_outfit,up_sect_thirda_assault_vest_1,st_prop_weight:0.2:kg|ui_inv_outfit_power_restore:60:microg
light_isg_outfit,up_sect_thirdc_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_isg_outfit,up_sect_thirdd_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_isg_outfit,up_sect_thirde_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_isg_outfit,up_sect_fourta_assault_vest_1,st_prop_restore_bleeding:30:mlmin|st_prop_weight:0.5:kg
light_isg_outfit,up_sect_fourtc_assault_vest_1,st_prop_restore_health:1.5:healpct|st_prop_weight:1:kg
light_isg_outfit,up_sect_fourte_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_telepatic_protection:4.25:pct
light_loner_outfit,up_sect_firsta_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_loner_outfit,up_sect_firstc_assault_vest_1,st_prop_weight:-5:kg
light_loner_outfit,up_sect_firstd_assault_vest_1,st_prop_durability:-10:pct
light_loner_outfit,up_sect_firste_assault_vest_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:4.5:pct|st_prop_weight:1.5:kg
light_loner_outfit,up_sect_firstf_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_loner_outfit,up_sect_secona_assault_vest_1,st_prop_durability:-10:pct
light_loner_outfit,up_sect_seconc_assault_vest_1,st_prop_weight:0.15:kg|ui_inv_outfit_radiation_protection:5.5:pct
light_loner_outfit,up_sect_second_assault_vest_1,ui_inv_outfit_chemical_burn_protection:3.3:pct|st_prop_weight:0.2:kg
light_loner_outfit,up_sect_secone_assault_vest_1,ui_inv_outfit_burn_protection:11.5:pct|st_prop_weight:0.2:kg
light_loner_outfit,up_sect_seconf_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_loner_outfit,up_sect_thirda_assault_vest_1,st_prop_weight:0.2:kg|ui_inv_outfit_power_restore:60:microg
light_loner_outfit,up_sect_thirdc_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_loner_outfit,up_sect_thirdd_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_loner_outfit,up_sect_thirde_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_loner_outfit,up_sect_fourta_assault_vest_1,st_prop_restore_bleeding:30:mlmin|st_prop_weight:0.5:kg
light_loner_outfit,up_sect_fourtc_assault_vest_1,st_prop_restore_health:1.5:healpct|st_prop_weight:1:kg
light_loner_outfit,up_sect_fourte_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_telepatic_protection:4.25:pct
light_merc_outfit,up_sect_firsta_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_merc_outfit,up_sect_firstc_assault_vest_1,st_prop_weight:-5:kg
light_merc_outfit,up_sect_firstd_assault_vest_1,st_prop_durability:-10:pct
light_merc_outfit,up_sect_firste_assault_vest_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:4.5:pct|st_prop_weight:1.5:kg
light_merc_outfit,up_sect_firstf_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_merc_outfit,up_sect_secona_assault_vest_1,st_prop_durability:-10:pct
light_merc_outfit,up_sect_seconc_assault_vest_1,st_prop_weight:0.15:kg|ui_inv_outfit_radiation_protection:5.5:pct
light_merc_outfit,up_sect_second_assault_vest_1,ui_inv_outfit_chemical_burn_protection:3.3:pct|st_prop_weight:0.2:kg
light_merc_outfit,up_sect_secone_assault_vest_1,ui_inv_outfit_burn_protection:11.5:pct|st_prop_weight:0.2:kg
light_merc_outfit,up_sect_seconf_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_merc_outfit,up_sect_thirda_assault_vest_1,st_prop_weight:0.2:kg|ui_inv_outfit_power_restore:60:microg
light_merc_outfit,up_sect_thirdc_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_merc_outfit,up_sect_thirdd_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_merc_outfit,up_sect_thirde_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_merc_outfit,up_sect_fourta_assault_vest_1,st_prop_restore_bleeding:30:mlmin|st_prop_weight:0.5:kg
light_merc_outfit,up_sect_fourtc_assault_vest_1,st_prop_restore_health:1.5:healpct|st_prop_weight:1:kg
light_merc_outfit,up_sect_fourte_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_telepatic_protection:4.25:pct
light_monolit_outfit,up_sect_firsta_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_monolit_outfit,up_sect_firstc_assault_vest_1,st_prop_weight:-5:kg
light_monolit_outfit,up_sect_firstd_assault_vest_1,st_prop_durability:-10:pct
light_monolit_outfit,up_sect_firste_assault_vest_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:4.5:pct|st_prop_weight:1.5:kg
light_monolit_outfit,up_sect_firstf_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_monolit_outfit,up_sect_secona_assault_vest_1,st_prop_durability:-10:pct
light_monolit_outfit,up_sect_seconc_assault_vest_1,st_prop_weight:0.15:kg|ui_inv_outfit_radiation_protection:5.5:pct
light_monolit_outfit,up_sect_second_assault_vest_1,ui_inv_outfit_chemical_burn_protection:3.3:pct|st_prop_weight:0.2:kg
light_monolit_outfit,up_sect_secone_assault_vest_1,ui_inv_outfit_burn_protection:11.5:pct|st_prop_weight:0.2:kg
light_monolit_outfit,up_sect_seconf_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_monolit_outfit,up_sect_thirda_assault_vest_1,st_prop_weight:0.2:kg|ui_inv_outfit_power_restore:60:microg
light_monolit_outfit,up_sect_thirdc_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_monolit_outfit,up_sect_thirdd_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_monolit_outfit,up_sect_thirde_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_monolit_outfit,up_sect_fourta_assault_vest_1,st_prop_restore_bleeding:30:mlmin|st_prop_weight:0.5:kg
light_monolit_outfit,up_sect_fourtc_assault_vest_1,st_prop_restore_health:1.5:healpct|st_prop_weight:1:kg
light_monolit_outfit,up_sect_fourte_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_telepatic_protection:4.25:pct
light_voen_outfit,up_sect_firsta_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_voen_outfit,up_sect_firstc_assault_vest_1,st_prop_weight:-5:kg
light_voen_outfit,up_sect_firstd_assault_vest_1,st_prop_durability:-10:pct
light_voen_outfit,up_sect_firste_assault_vest_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:4.5:pct|st_prop_weight:1.5:kg
light_voen_outfit,up_sect_firstf_assault_vest_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
light_voen_outfit,up_sect_secona_assault_vest_1,st_prop_durability:-10:pct
light_voen_outfit,up_sect_seconc_assault_vest_1,st_prop_weight:0.15:kg|ui_inv_outfit_radiation_protection:5.5:pct
light_voen_outfit,up_sect_second_assault_vest_1,ui_inv_outfit_chemical_burn_protection:3.3:pct|st_prop_weight:0.2:kg
light_voen_outfit,up_sect_secone_assault_vest_1,ui_inv_outfit_burn_protection:11.5:pct|st_prop_weight:0.2:kg
light_voen_outfit,up_sect_seconf_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_voen_outfit,up_sect_thirda_assault_vest_1,st_prop_weight:0.2:kg|ui_inv_outfit_power_restore:60:microg
light_voen_outfit,up_sect_thirdc_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
light_voen_outfit,up_sect_thirdd_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_voen_outfit,up_sect_thirde_assault_vest_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
light_voen_outfit,up_sect_fourta_assault_vest_1,st_prop_restore_bleeding:30:mlmin|st_prop_weight:0.5:kg
light_voen_outfit,up_sect_fourtc_assault_vest_1,st_prop_restore_health:1.5:healpct|st_prop_weight:1:kg
light_voen_outfit,up_sect_fourte_assault_vest_1,st_prop_weight:0.1:kg|ui_inv_outfit_telepatic_protection:4.25:pct
merc_ace_outfit,up_sect_firsta_seva_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:2.25:pct|st_prop_weight:1:kg
merc_ace_outfit,up_sect_firstc_seva_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
merc_ace_outfit,up_sect_firstd_seva_1,st_prop_durability:-10:pct
merc_ace_outfit,up_sect_firste_seva_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:4.5:pct|st_prop_weight:1.5:kg
merc_ace_outfit,up_sect_firstf_seva_1,st_prop_weight:-5:kg
merc_ace_outfit,up_sect_secona_seva_1,st_prop_durability:-10:pct
merc_ace_outfit,up_sect_seconc_seva_1,st_prop_weight:0.2:kg|ui_inv_outfit_shock_protection:4.08:pct
merc_ace_outfit,up_sect_second_seva_1,ui_inv_outfit_burn_protection:5.75:pct|st_prop_weight:0.2:kg
merc_ace_outfit,up_sect_secone_seva_1,ui_inv_outfit_chemical_burn_protection:3.3:pct|st_prop_weight:0.2:kg
merc_ace_outfit,up_sect_seconf_seva_1,st_prop_weight:0.15:kg|ui_inv_outfit_radiation_protection:5.5:pct
merc_ace_outfit,up_sect_thirda_seva_1,st_prop_weight:0.2:kg|ui_inv_outfit_power_restore:60:microg
merc_ace_outfit,up_sect_thirdc_seva_1,ui_inv_outfit_additional_weight:7:kg
merc_ace_outfit,up_sect_thirdd_seva_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
merc_ace_outfit,up_sect_thirde_seva_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
merc_ace_outfit,up_sect_fourta_seva_1,st_prop_weight:0.05:kg|ui_inv_outfit_radiation_protection:2.75:pct
merc_ace_outfit,up_sect_fourtc_seva_1,st_prop_weight:0.05:kg|ui_inv_outfit_telepatic_protection:2.12:pct
merc_ace_outfit,up_sect_fourte_seva_1,st_prop_restore_bleeding:60:mlmin|st_prop_weight:1.5:kg
merc_combat_scientific_outfit,up_sect_firsta_seva_2,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
merc_combat_scientific_outfit,up_sect_firstc_seva_2,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:2.25:pct|st_prop_weight:1:kg
merc_combat_scientific_outfit,up_sect_firstd_seva_2,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
merc_combat_scientific_outfit,up_sect_firste_seva_2,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:4.5:pct|st_prop_weight:1.5:kg
merc_combat_scientific_outfit,up_sect_firstf_seva_2,st_prop_durability:-10:pct
merc_combat_scientific_outfit,up_sect_secona_seva_2,ui_inv_outfit_chemical_burn_protection:1.65:pct|st_prop_weight:0.2:kg
merc_combat_scientific_outfit,up_sect_seconc_seva_2,st_prop_weight:0.05:kg|ui_inv_outfit_radiation_protection:2.75:pct
merc_combat_scientific_outfit,up_sect_second_seva_2,st_prop_weight:0.05:kg|ui_inv_outfit_telepatic_protection:2.12:pct
merc_combat_scientific_outfit,up_sect_secone_seva_2,ui_inv_outfit_burn_protection:11.5:pct|st_prop_weight:0.2:kg
merc_combat_scientific_outfit,up_sect_seconf_seva_2,st_prop_weight:0.2:kg|ui_inv_outfit_shock_protection:4.08:pct
merc_combat_scientific_outfit,up_sect_thirda_seva_2,st_prop_artefact:1:num|st_prop_weight:0.4:kg
merc_combat_scientific_outfit,up_sect_thirdc_seva_2,ui_inv_outfit_chemical_burn_protection:1.65:pct|st_prop_weight:0.2:kg
merc_combat_scientific_outfit,up_sect_thirdd_seva_2,st_prop_artefact:1:num|st_prop_weight:0.4:kg
merc_combat_scientific_outfit,up_sect_thirde_seva_2,st_prop_restore_health:1.5:healpct|st_prop_weight:1:kg
merc_combat_scientific_outfit,up_sect_fourta_seva_2,st_prop_weight:0.05:kg|ui_inv_outfit_radiation_protection:2.75:pct
merc_combat_scientific_outfit,up_sect_fourtc_seva_2,st_prop_weight:0.05:kg|ui_inv_outfit_telepatic_protection:2.12:pct
merc_combat_scientific_outfit,up_sect_fourte_seva_2,ui_inv_outfit_additional_weight:10:kg
merc_coyote_outfit,up_sect_firsta_lcs_3,st_prop_durability:-10:pct
merc_coyote_outfit,up_sect_firstc_lcs_3,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
merc_coyote_outfit,up_sect_firstd_lcs_3,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:2.25:pct|st_prop_weight:1:kg
merc_coyote_outfit,up_sect_firste_lcs_3,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:4.5:pct|st_prop_weight:1.5:kg
merc_coyote_outfit,up_sect_firstf_lcs_3,st_prop_weight:1.2:kg|ui_inv_outfit_wound_protection:6.96:pct
merc_coyote_outfit,up_sect_secona_lcs_3,st_prop_weight:-3:kg
merc_coyote_outfit,up_sect_seconc_lcs_3,st_prop_weight:0.05:kg|ui_inv_outfit_radiation_protection:2.75:pct
merc_coyote_outfit,up_sect_second_lcs_3,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
merc_coyote_outfit,up_sect_secone_lcs_3,st_prop_durability:-10:pct
merc_coyote_outfit,up_sect_thirda_lcs_3,st_prop_artefact:1:num|st_prop_weight:0.4:kg
merc_coyote_outfit,up_sect_thirdc_lcs_3,ui_inv_outfit_burn_protection:5.75:pct|st_prop_weight:0.2:kg
merc_coyote_outfit,up_sect_thirde_lcs_3,st_prop_restore_health:1.5:healpct|st_prop_weight:1:kg
merc_coyote_outfit,up_sect_fourta_lcs_3,st_prop_weight:0.2:kg|ui_inv_outfit_power_restore:60:microg
merc_coyote_outfit,up_sect_fourtc_lcs_3,st_prop_weight:-3:kg
merc_exo_outfit,up_sect_firsta_exolight_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
merc_exo_outfit,up_sect_firstc_exolight_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:2.25:pct|st_prop_weight:1:kg
merc_exo_outfit,up_sect_firstd_exolight_1,st_prop_durability:-10:pct
merc_exo_outfit,up_sect_firste_exolight_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:2.25:pct|st_prop_weight:1:kg
merc_exo_outfit,up_sect_firstf_exolight_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
merc_exo_outfit,up_sect_secona_exolight_1,st_prop_weight:0.05:kg|ui_inv_outfit_telepatic_protection:2.12:pct
merc_exo_outfit,up_sect_seconc_exolight_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
merc_exo_outfit,up_sect_second_exolight_1,ui_inv_outfit_burn_protection:5.75:pct|st_prop_weight:0.2:kg
merc_exo_outfit,up_sect_secone_exolight_1,ui_inv_outfit_chemical_burn_protection:3.3:pct|st_prop_weight:0.2:kg
merc_exo_outfit,up_sect_seconf_exolight_1,st_prop_weight:0.15:kg|ui_inv_outfit_radiation_protection:5.5:pct
merc_exo_outfit,up_sect_thirda_exolight_1,st_prop_weight:0.2:kg|ui_inv_outfit_power_restore:60:microg
merc_exo_outfit,up_sect_thirdc_exolight_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
merc_exo_outfit,up_sect_thirde_exolight_1,st_prop_weight:-3:kg
merc_exo_outfit,up_sect_fourta_exolight_1,ui_inv_outfit_additional_weight:5:kg
merc_exo_outfit,up_sect_fourtc_exolight_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:2.25:pct|st_prop_weight:1:kg
merc_exo_outfit,up_sect_fourtd_exolight_1,st_prop_durability:-10:pct
merc_exo_outfit,up_sect_fourte_exolight_1,st_prop_restore_bleeding:30:mlmin|st_prop_weight:0.5:kg
merc_exo_outfit,up_sect_fourtf_exolight_1,st_prop_restore_health:1.5:healpct|st_prop_weight:1:kg
merc_exo_outfit,up_sect_fiftha_exo_1,st_prop_weight:3.7:kg
merc_exo_outfit,up_sect_fifthc_exo_1,st_prop_weight:0.1:kg|ui_inv_outfit_telepatic_protection:4.25:pct
merc_exo_outfit,up_sect_fifthd_exo_1,st_prop_weight:0.05:kg|ui_inv_outfit_radiation_protection:2.75:pct
merc_exo_outfit,up_sect_fifthe_exo_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
merc_exolight_outfit,up_sect_firsta_exolight_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
merc_exolight_outfit,up_sect_firstc_exolight_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:2.25:pct|st_prop_weight:1:kg
merc_exolight_outfit,up_sect_firstd_exolight_1,st_prop_durability:-10:pct
merc_exolight_outfit,up_sect_firste_exolight_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:2.25:pct|st_prop_weight:1:kg
merc_exolight_outfit,up_sect_firstf_exolight_1,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
merc_exolight_outfit,up_sect_secona_exolight_1,st_prop_weight:0.05:kg|ui_inv_outfit_telepatic_protection:2.12:pct
merc_exolight_outfit,up_sect_seconc_exolight_1,st_prop_weight:0.1:kg|ui_inv_outfit_shock_protection:2.04:pct
merc_exolight_outfit,up_sect_second_exolight_1,ui_inv_outfit_burn_protection:5.75:pct|st_prop_weight:0.2:kg
merc_exolight_outfit,up_sect_secone_exolight_1,ui_inv_outfit_chemical_burn_protection:3.3:pct|st_prop_weight:0.2:kg
merc_exolight_outfit,up_sect_seconf_exolight_1,st_prop_weight:0.15:kg|ui_inv_outfit_radiation_protection:5.5:pct
merc_exolight_outfit,up_sect_thirda_exolight_1,st_prop_weight:0.2:kg|ui_inv_outfit_power_restore:60:microg
merc_exolight_outfit,up_sect_thirdc_exolight_1,st_prop_artefact:1:num|st_prop_weight:0.4:kg
merc_exolight_outfit,up_sect_thirde_exolight_1,st_prop_weight:-3:kg
merc_exolight_outfit,up_sect_fourta_exolight_1,ui_inv_outfit_additional_weight:5:kg
merc_exolight_outfit,up_sect_fourtc_exolight_1,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:2.25:pct|st_prop_weight:1:kg
merc_exolight_outfit,up_sect_fourtd_exolight_1,st_prop_durability:-10:pct
merc_exolight_outfit,up_sect_fourte_exolight_1,st_prop_restore_bleeding:30:mlmin|st_prop_weight:0.5:kg
merc_exolight_outfit,up_sect_fourtf_exolight_1,st_prop_restore_health:1.5:healpct|st_prop_weight:1:kg
merc_fighter_outfit,up_sect_firsta_lcs_2,st_prop_durability:-10:pct
merc_fighter_outfit,up_sect_firstc_lcs_2,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
merc_fighter_outfit,up_sect_firstd_lcs_2,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:2.25:pct|st_prop_weight:1:kg
merc_fighter_outfit,up_sect_firste_lcs_2,ui_inv_outfit_fire_wound_protection:3.2:pct|ui_inv_outfit_explosion_protection:2.25:pct|st_prop_weight:1:kg
merc_fighter_outfit,up_sect_firstf_lcs_2,st_prop_weight:0.7:kg|ui_inv_outfit_wound_protection:3.48:pct
merc_fighter_outfit,up_sect_secona_lcs_2,st_prop_weight:-3:kg
merc_fighter_outfit,up_sect_seconc_lcs_2,st_prop_weight:0.2:kg|ui_inv_outfit_shock_protection:4.08:pct
merc_fighter_outfit,up_sect_second_lcs_2,ui_inv_outfit_chemical_burn_protection:1.65:pct|st_prop_weight:0.2:kg
merc_fighter_outfit,up_sect_secone_lcs_2,st_prop_weight:0.2:kg|ui_inv_outfit_power_restore:120:microg
merc_fighter_outfit,up_sect_thirda_lcs_2,st_prop_artefact:1:num|st_prop_weight:0.4:kg
merc_fighter_outfit,up_sect_thirdc_lcs_2,st_prop_restore_bleeding:30:mlmin|st_prop_weight:0.5:kg
merc_fighter_outfit,up_sect_thirde_lcs_2,st_prop_artefact:1:num|st_prop_weight:0.4:kg
merc_fighter_outfit,up_sect_fourta_lcs_2,st_prop_weight:0.05:kg|ui_inv_outfit_radiation_protection:2.75:pct
